Dataset,NSE,KGE,KGE*,RMSE,mean_Yo,mean_Yp,sd_Yo,sd_Yp,rho,N,Normalized?
10,0.765415,0.782,0.776,1.45969,3.605301,3.343351,3.013894,2.508293,0.880511,12496,0
10,0.79003,0.836,0.846,1.936352,1.876476,1.996635,4.225933,3.789558,0.889322,12468,0
10,0.001073,-1.225,-0.326,56.142924,-1.683689,1.326606,56.175393,3.591028,0.062817,12076,0
10,0.717525,0.82,0.827,1.798197,1.631992,1.727997,3.383486,3.108176,0.850294,12502,0
10,0.342149,0.519,0.527,0.611884,0.228932,0.207513,0.75444,0.562315,0.602737,11520,0
10,0.70446,0.852,0.853,0.93137,0.871156,0.854909,1.713291,1.730585,0.853801,12459,0
10,0.70748,0.83,0.835,1.159011,1.057646,1.005071,2.143024,2.023688,0.847076,12381,0
10,0.007892,-0.651,-0.289,20.204336,0.332108,0.674645,20.28536,1.764389,0.090494,12298,0
10,0.476605,0.563,0.563,0.540452,0.70775,0.701274,0.747067,0.516345,0.690421,12276,0
10,0.689066,0.776,0.794,0.661899,0.792102,0.698393,1.187066,1.072588,0.836535,12493,0
10,0.477742,0.664,0.666,0.569845,0.692346,0.633487,0.788554,0.672515,0.709776,12326,0
10,0.451524,0.589,0.589,0.7043,0.742448,0.716646,0.951035,0.712072,0.676383,12362,0
10,0.440871,0.626,0.627,0.930206,0.797611,0.77018,1.244058,1.012283,0.678053,12390,0
10,0.47985,0.515,0.54,1.663767,0.784951,0.654833,2.306991,1.52242,0.695938,12382,0
10,0.657749,0.652,0.71,0.913097,0.71225,0.557142,1.560853,1.246388,0.817299,12405,0
10,0.687877,0.734,0.759,0.785247,0.812349,0.698204,1.405597,1.190023,0.833454,12471,0
10,0.639713,0.699,0.747,1.534678,0.746367,0.619583,2.55688,2.170399,0.802685,12348,0
10,0.554528,0.716,0.716,1.820537,0.731318,0.731419,2.727785,2.350004,0.75259,10550,0
10,0.655145,0.758,0.762,1.662451,0.738548,0.701813,2.831054,2.425594,0.810818,12397,0
10,0.729594,0.723,0.773,1.381064,0.871394,0.725165,2.655971,2.214096,0.856234,11974,0
10,0.734193,0.714,0.714,1.519856,0.784585,0.787907,2.948064,2.204418,0.864811,12454,0
10,0.700174,0.705,0.707,1.685551,0.838925,0.805356,3.078398,2.321527,0.84137,12403,0
10,0.698267,0.763,0.771,1.867467,0.813589,0.864039,3.399854,2.85904,0.835772,11828,0
10,0.720347,0.718,0.779,1.939217,0.817499,0.670443,3.667213,3.090436,0.849708,11105,0
10,0.62882,0.65,0.652,1.88432,0.7492,0.775595,3.093,2.218458,0.79703,12359,0
10,0.780081,0.809,0.822,1.367247,0.798737,0.74171,2.915638,2.527968,0.883594,12412,0
10,0.747664,0.759,0.784,0.915168,0.920807,0.806724,1.821917,1.534157,0.867308,12410,0
10,0.612743,0.655,0.664,1.090502,0.810205,0.739891,1.752443,1.306134,0.7848,12472,0
10,0.705269,0.661,0.711,1.093095,0.774156,0.625948,2.013552,1.542183,0.846906,12422,0
10,0.783401,0.703,0.769,0.762371,0.765128,0.604026,1.638158,1.342457,0.893627,12298,0
10,0.624555,0.589,0.605,1.483534,0.952343,0.835461,2.421264,1.597884,0.804927,12134,0
10,0.552244,0.534,0.631,1.887918,0.904899,0.633956,2.821504,2.105151,0.749317,11831,0
10,0.688845,0.794,0.795,2.088707,0.971915,0.987306,3.744671,3.306569,0.831569,8773,0
10,0.811917,0.796,0.823,1.618546,0.94522,0.845168,3.732225,3.189509,0.902749,12288,0
10,0.698115,0.766,0.768,1.750507,0.842384,0.810769,3.186111,2.666969,0.835593,12298,0
10,0.782932,0.753,0.801,2.175172,1.112319,0.944475,4.668899,3.922172,0.886796,11306,0
10,0.81557,0.859,0.859,0.740731,0.895939,0.902651,1.724891,1.548972,0.903112,12494,0
10,0.767802,0.774,0.842,1.772376,1.159368,1.35617,3.678277,3.361582,0.878585,12271,0
10,0.654275,0.719,0.722,2.721891,1.347831,1.398621,4.629382,3.693593,0.809024,12420,0
10,0.709253,0.751,0.766,1.800025,1.341615,1.466569,3.3384,2.772819,0.843096,12498,0
10,0.555107,0.648,0.691,3.403608,1.485101,1.749312,5.10304,4.214004,0.750624,12419,0
10,0.568544,0.66,0.693,3.25674,1.81345,1.528025,4.958365,4.065633,0.758691,9195,0
10,0.693895,0.805,0.823,1.650672,1.08278,0.987394,2.983622,2.789097,0.839093,11747,0
10,0.614374,0.718,0.718,3.961908,1.725995,1.708706,6.380359,5.218584,0.784535,8998,0
10,0.659979,0.768,0.788,2.427192,1.30883,1.439263,4.162668,4.831576,0.865073,10621,0
10,0.679871,0.739,0.746,2.301288,1.517109,1.418154,4.067486,3.323912,0.824938,12301,0
10,0.814503,0.852,0.88,1.232887,1.389816,1.526563,2.862675,2.706009,0.904673,12414,0
10,0.778676,0.855,0.875,1.701723,1.474517,1.592688,3.617365,3.470181,0.886064,12218,0
10,0.817357,0.828,0.882,1.285004,1.382736,1.578374,3.00691,2.901276,0.908187,12495,0
10,-1.080268,0.138,0.161,0.639623,0.184794,0.144142,0.44349,0.74712,0.52419,11087,0
10,0.332387,0.5,0.616,0.322523,0.193162,0.122089,0.394745,0.373158,0.665613,11720,0
10,0.167592,-0.074,0.155,0.710983,0.327869,0.087926,0.779374,0.278937,0.54553,3952,0
10,0.355483,0.37,0.38,0.392285,0.269076,0.233208,0.488656,0.257758,0.60581,11920,0
10,0.467927,0.532,0.548,0.608948,0.278486,0.242394,0.834861,0.566682,0.685449,11292,0
10,-11.844677,-1.935,-1.935,1.242969,0.144946,0.146781,0.346841,1.343913,0.408914,6943,0
10,-0.400223,0.302,0.356,0.440101,0.177467,0.122926,0.371954,0.558669,0.624918,6121,0
10,0.712352,0.817,0.817,0.342877,0.646041,0.671362,0.63933,0.58008,0.847083,12496,0
10,0.657207,0.702,0.703,0.554659,0.59723,0.607144,0.947389,0.729387,0.811835,12476,0
10,0.565557,0.672,0.592,0.381455,1.072899,1.239017,0.578757,0.45484,0.805183,11345,0
10,0.696038,0.813,0.826,0.600817,0.846552,0.939044,1.089809,1.157967,0.862195,12332,0
10,-0.009455,-0.733,-0.398,97.472375,-9.238668,0.256017,97.019852,0.25838,0.024535,9668,0
10,0.852055,0.915,0.916,0.979372,1.339946,1.35698,2.546357,2.457936,0.924014,9959,0
10,0.917105,0.869,0.872,0.406099,1.130788,1.080702,1.410542,1.245368,0.961535,12472,0
10,0.791111,0.789,0.797,0.919448,1.480137,1.358006,2.011839,1.686522,0.893203,9150,0
10,0.783407,0.817,0.825,0.987479,1.412744,1.311722,2.121891,1.857393,0.886452,12158,0
10,0.566424,0.671,0.68,2.07029,1.333752,1.448042,3.144251,2.507259,0.754699,11785,0
10,0.760783,0.856,0.856,0.944804,1.283322,1.264642,1.931806,1.79785,0.874113,12381,0
10,0.795617,0.733,0.74,0.405906,0.742764,0.66502,0.897886,0.6945,0.905896,12126,0
10,-0.005241,-0.761,-0.364,80.486543,-5.869617,0.689031,80.282225,1.026242,0.062464,6933,0
10,0.687804,0.72,0.72,0.701165,0.655842,0.650757,1.254949,0.974302,0.831157,11041,0
10,0.041236,-0.294,-0.031,0.483136,0.118184,0.022985,0.49346,0.141534,0.280188,5580,0
10,0.006981,0.336,0.337,0.513163,0.113608,0.109626,0.515,0.389665,0.382969,7089,0
10,-0.178332,0.43,0.444,0.313369,0.069657,0.078911,0.288698,0.307369,0.449069,9929,0
10,-0.059848,0.281,0.328,0.548753,0.095345,0.119964,0.533061,0.4239,0.361321,10036,0
10,0.125011,0.531,0.531,0.395361,0.077732,0.076629,0.422684,0.396308,0.535468,9389,0
10,0.220985,0.304,0.364,0.352674,0.074618,0.05323,0.399597,0.24857,0.490955,10116,0
10,-2.103017,-0.096,-0.076,0.517039,0.069027,0.083811,0.293532,0.550976,0.379015,9081,0
10,-0.84785,0.178,0.255,0.407588,0.076357,0.103904,0.299855,0.463191,0.500656,9583,0
10,0.427928,0.582,0.588,0.243947,0.087996,0.081561,0.322547,0.246861,0.662498,9342,0
10,0.645941,0.813,0.816,0.283663,0.164703,0.158862,0.476746,0.462988,0.818216,10296,0
10,0.590377,0.77,0.771,0.148211,0.105163,0.103039,0.231585,0.215288,0.782393,10178,0
10,0.586146,0.565,0.565,0.139966,0.694656,0.698568,0.21758,0.135766,0.781932,10869,0
10,-0.794023,0.163,0.098,0.146673,0.176985,0.22401,0.109511,0.189492,0.689018,10828,0
10,0.586533,0.699,0.694,0.197729,0.384284,0.356607,0.307515,0.251041,0.772378,11942,0
10,0.421824,0.522,0.616,0.533875,0.183237,0.129077,0.702217,0.575145,0.670664,3520,0
10,-0.000544,-0.827,-0.395,26.751302,-0.621749,0.112291,26.745947,0.348616,0.014549,6974,0
10,0.51767,0.715,0.717,0.098968,0.056066,0.058105,0.14251,0.127778,0.737105,11116,0
10,-0.241798,0.418,0.438,0.140264,0.091961,0.07143,0.125878,0.14561,0.485359,7500,0
10,-3.532934,-0.634,-0.634,0.274035,0.109477,0.108281,0.128718,0.33302,0.610852,10021,0
10,0.000143,-2.832,-0.395,9.72805,-0.020481,0.052613,9.729209,0.131044,0.014153,10548,0
10,0.494273,0.659,0.667,0.223793,0.121703,0.131559,0.314707,0.262019,0.713712,12214,0
10,0.45878,0.57,0.587,0.086937,0.084118,0.069769,0.118178,0.089113,0.691012,11658,0
10,0.254887,-0.005,0.266,0.821858,0.301995,0.083007,0.952167,0.433748,0.565599,7898,0
10,0.64585,0.537,0.674,0.555482,0.29591,0.193605,0.933479,0.705615,0.813102,7777,0
10,0.279432,-0.022,0.222,0.946886,0.31713,0.098169,1.115544,0.379032,0.637791,8223,0
10,0.000452,-11.624,-0.363,10.731357,-0.009211,0.10639,10.734404,0.472594,0.028469,8677,0
10,0.207032,0.598,0.601,0.674693,0.217287,0.228453,0.757703,0.754191,0.601789,10475,0
10,0.262552,0.514,0.519,0.657928,0.216709,0.201415,0.76618,0.611698,0.563865,12018,0
10,0.299843,0.315,0.317,0.586421,0.344149,0.323293,0.700857,0.339971,0.552519,12129,0
10,0.86324,0.916,0.916,1.357759,1.924436,1.927061,3.671652,3.501638,0.929425,12256,0
10,0.783784,0.855,0.879,1.326238,1.329842,1.449571,2.8523,2.77314,0.890108,12028,0
10,0.870403,0.919,0.93,1.026162,1.536008,1.609151,2.850604,2.900157,0.936781,12054,0
10,0.767346,0.859,0.879,1.28875,1.238546,1.339626,2.671971,2.744897,0.887823,11893,0
10,0.786549,0.794,0.824,2.827249,3.123333,2.737167,6.119737,5.37437,0.889186,12132,0
10,-0.226074,0.435,0.436,0.155777,0.132333,0.149533,0.14069,0.156578,0.461611,12154,0
10,0.630717,0.675,0.7,1.176751,0.325864,0.284226,1.936524,1.515144,0.794561,12019,0
10,0.494685,0.528,0.528,1.21767,0.332747,0.336634,1.713037,1.079141,0.707616,11740,0
10,0.661854,0.712,0.802,0.996811,0.410066,0.498489,1.714267,1.594436,0.822278,12426,0
10,0.094039,-0.025,-0.025,0.088863,0.015043,0.01465,0.093368,0.022022,0.317322,7036,0
10,0.523871,0.535,0.596,0.385891,0.116816,0.144301,0.559269,0.396077,0.725666,12008,0
10,0.720954,0.803,0.816,0.379229,0.171841,0.159398,0.717932,0.641728,0.850379,11492,0
10,0.641599,0.679,0.682,0.634779,0.277306,0.265653,1.060367,0.796182,0.802753,11874,0
10,0.241408,0.286,0.305,2.658453,0.858316,0.71413,3.052503,1.601884,0.494525,6938,0
10,0.749464,0.769,0.769,0.851664,0.428929,0.430284,1.701575,1.378825,0.86761,12267,0
10,0.590893,0.631,0.631,1.38137,0.588484,0.584101,2.159777,1.535243,0.771053,12399,0
10,0.619139,0.662,0.662,1.728407,0.578593,0.567802,2.80079,2.062902,0.788582,12394,0
10,0.719705,0.722,0.731,1.279488,0.561132,0.60284,2.416828,1.875867,0.851903,12392,0
10,0.754022,0.748,0.755,1.063517,0.660907,0.620746,2.144438,1.697079,0.872308,12381,0
10,0.67952,0.741,0.743,1.553219,0.775068,0.804095,2.743783,2.230084,0.824481,12407,0
10,0.77113,0.782,0.788,1.667871,0.88345,0.929164,3.486507,2.880287,0.879882,9880,0
10,0.70883,0.822,0.827,1.512009,0.550154,0.573054,2.802195,2.582934,0.845414,12328,0
10,0.779381,0.814,0.847,1.410591,0.562085,0.62297,3.003294,2.712004,0.883279,12086,0
10,0.822668,0.816,0.816,1.412854,0.812961,0.825246,3.355223,2.817886,0.909704,12415,0
10,0.671922,0.785,0.795,1.223772,1.004072,0.930937,2.13663,1.923444,0.82396,12423,0
10,0.799446,0.816,0.844,1.158792,0.829913,0.744411,2.587661,2.304052,0.894738,12337,0
10,0.757975,0.877,0.879,1.490705,0.96882,0.987669,3.030253,3.130966,0.883433,12454,0
10,0.685176,0.75,0.831,2.05149,0.956514,1.139468,3.656395,3.567671,0.840258,12469,0
10,0.773166,0.863,0.87,0.750689,0.934739,0.986128,1.576258,1.505484,0.882863,9944,0
10,0.67241,0.827,0.836,1.803951,1.219478,1.145669,3.151931,3.176475,0.837773,12475,0
10,0.778195,0.83,0.83,0.942931,1.290368,1.308067,2.002218,1.757099,0.88221,12483,0
10,0.459426,0.461,0.461,2.57431,0.776248,0.774427,3.501476,1.956107,0.690518,12172,0
10,0.680491,0.706,0.717,1.288626,1.217887,1.103265,2.279833,1.779749,0.827793,12486,0
10,0.699298,0.75,0.753,0.92613,1.245637,1.179434,1.688966,1.381295,0.837387,12492,0
10,0.812319,0.875,0.88,0.753526,1.392454,1.305715,1.739422,1.651245,0.903812,12456,0
10,0.752288,0.78,0.78,0.633811,0.968238,0.985113,1.273513,1.049704,0.868578,12497,0
10,0.808591,0.899,0.902,0.820546,1.221153,1.262646,1.875598,1.890395,0.905318,12261,0
10,-2.051183,-0.153,-0.081,0.201828,0.037411,0.053315,0.11555,0.219167,0.412648,10074,0
10,0.725184,0.72,0.809,1.175383,0.494877,0.598501,2.242209,1.987822,0.853472,12288,0
10,0.423264,0.667,0.714,0.203763,0.114239,0.135697,0.268321,0.298212,0.748996,11965,0
10,0.541505,0.657,0.657,0.214949,0.167,0.170686,0.317458,0.247722,0.737224,12172,0
10,0.665597,0.757,0.777,0.593869,0.33409,0.368767,1.027006,0.898891,0.818509,12369,0
10,0.657916,0.655,0.778,2.384645,0.742472,0.542851,4.077334,3.611632,0.81562,11453,0
10,0.562742,0.584,0.586,1.637697,0.566598,0.54582,2.47675,1.648077,0.75561,12290,0
10,0.760769,0.758,0.758,2.251357,0.981399,0.981398,4.603138,3.643358,0.876337,11843,0
10,0.566924,0.628,0.629,1.498604,1.010691,1.031598,2.27731,1.645329,0.753644,12432,0
10,0.546525,0.638,0.658,2.640851,1.132889,0.991346,3.921796,3.057856,0.741157,12421,0
10,0.784116,0.838,0.838,1.336648,1.084507,1.081347,2.876897,2.545808,0.885504,12477,0
10,-1.118226,-0.634,-0.168,0.510507,0.195471,0.464531,0.350779,0.65043,0.784252,12190,0
10,-0.045022,-0.724,-0.42,207.418453,-43.029974,0.031068,202.938976,0.145997,0.01323,2691,0
10,0.769767,0.826,0.827,1.705056,1.399008,1.42478,3.553633,3.120291,0.877394,12422,0
10,0.759053,0.775,0.776,2.149832,1.396766,1.369646,4.379935,3.57053,0.873186,8994,0
10,0.640394,0.706,0.807,0.55676,0.156016,0.121004,0.928529,1.027936,0.843404,5348,0
10,0.28026,0.526,0.548,0.074924,0.043866,0.051066,0.088319,0.073504,0.588496,10375,0
10,0.367566,0.686,0.694,0.150779,0.06043,0.064869,0.189606,0.197947,0.698297,10713,0
10,0.709209,0.649,0.786,1.009994,0.262941,0.336835,1.873077,1.611451,0.843242,7913,0
10,0.665943,0.784,0.795,1.220295,0.537635,0.575858,2.111454,1.907853,0.820473,7922,0
10,0.496763,0.634,0.638,4.368957,2.080686,1.970922,6.158984,4.834399,0.709106,12418,0
10,0.605721,0.77,0.776,3.158497,1.929972,1.81799,5.030329,4.655947,0.790269,12413,0
10,0.777853,0.825,0.852,0.725014,0.833239,0.925485,1.538308,1.428905,0.88508,12337,0
10,0.730866,0.794,0.803,1.951425,1.03002,1.095742,3.761718,3.264661,0.855179,11609,0
10,0.701402,0.671,0.792,1.922314,0.995697,1.259927,3.518018,3.123503,0.842103,12395,0
10,0.599755,0.643,0.643,1.771073,1.043843,1.049592,2.79957,2.020524,0.776367,12403,0
10,0.608617,0.594,0.732,2.500874,0.646865,0.846306,3.997787,3.392438,0.784366,7519,0
10,0.543995,0.519,0.598,2.755542,0.803251,1.018723,4.080754,2.8441,0.740743,11990,0
10,0.551863,0.7,0.767,1.419078,0.818645,0.986047,2.119915,2.318991,0.802048,12389,0
10,0.622239,0.629,0.758,1.523166,0.695981,0.899837,2.478314,2.21606,0.798812,12337,0
10,0.675341,0.715,0.806,1.244104,0.698965,0.85351,2.183552,2.044491,0.83147,10599,0
10,0.299527,0.204,0.241,1.26741,0.219427,0.166011,1.514452,0.539255,0.600382,6367,0
10,0.457618,0.444,0.444,1.298624,0.2145,0.21345,1.763542,0.944496,0.695012,3961,0
10,0.700327,0.776,0.791,0.568003,0.117718,0.127107,1.037661,0.901135,0.837476,7593,0
10,0.595902,0.606,0.628,1.211493,0.24966,0.216941,1.906014,1.340789,0.775491,4477,0
10,0.602699,0.625,0.632,0.894843,0.247218,0.265995,1.419735,1.001545,0.780023,10608,0
10,0.462325,0.489,0.491,1.159796,0.386367,0.366141,1.581781,0.950076,0.685317,8888,0
10,0.443321,0.469,0.475,1.570016,0.362913,0.391645,2.104356,1.244395,0.670672,12379,0
10,0.710315,0.784,0.784,0.63034,0.265714,0.265933,1.171201,0.997264,0.842846,11161,0
10,0.239831,0.259,0.287,0.633827,0.098084,0.078105,0.727004,0.364727,0.490621,10225,0
10,0.363174,0.411,0.654,1.347418,0.388664,0.57916,1.688541,1.619384,0.6755,11175,0
10,0.639842,0.736,0.787,0.816734,0.391776,0.455882,1.360981,1.250321,0.808789,12162,0
10,0.419968,0.523,0.523,2.12211,0.60729,0.598589,2.786522,1.88783,0.648696,10565,0
10,0.606359,0.773,0.791,1.66514,0.671675,0.732043,2.654152,2.976881,0.831339,8566,0
10,0.724198,0.769,0.832,1.275679,0.386,0.448289,2.429191,2.237971,0.854036,11688,0
10,0.609486,0.753,0.754,2.512524,0.662987,0.648836,4.020808,3.530369,0.786097,10157,0
10,0.197597,0.248,0.291,1.217243,0.21202,0.265608,1.358939,0.743207,0.455524,11572,0
10,0.649342,0.62,0.736,0.956494,0.396751,0.508856,1.615324,1.342631,0.809103,11485,0
10,0.700602,0.737,0.737,0.928107,0.220012,0.223072,1.696258,1.344898,0.838251,11889,0
10,0.599516,0.623,0.67,0.956888,0.214111,0.253551,1.512126,1.149093,0.774867,11151,0
10,0.602029,0.605,0.63,1.160297,0.404999,0.462765,1.839343,1.294353,0.78031,11212,0
10,0.710366,0.737,0.798,0.628314,0.20104,0.23531,1.167539,1.021995,0.843928,11136,0
10,0.500725,0.507,0.51,0.669572,0.231305,0.218447,0.947645,0.567975,0.717551,12060,0
10,0.4121,0.453,0.453,0.73072,0.081934,0.082353,0.953091,0.556752,0.64481,6121,0
10,0.173695,0.144,0.145,1.214574,0.238105,0.231959,1.336313,0.49688,0.419511,3968,0
10,0.470628,0.576,0.578,0.948659,0.342848,0.354429,1.303909,0.934865,0.686746,12146,0
10,0.376122,0.432,0.434,1.094054,0.255197,0.266776,1.385182,0.811229,0.614,12187,0
10,0.472069,0.426,0.441,1.288339,0.192079,0.217514,1.773229,0.921803,0.714168,9302,0
10,0.443804,0.365,0.383,2.699106,0.470725,0.400002,3.619303,1.633103,0.717815,11519,0
10,0.359035,0.278,0.293,3.00936,0.414763,0.354218,3.760154,1.418767,0.664776,1460,0
10,0.737948,0.845,0.853,0.576773,0.897442,0.97305,1.126753,1.113972,0.869813,12099,0
10,0.730824,0.857,0.863,0.340975,0.394549,0.415325,0.657237,0.671368,0.86896,12131,0
10,0.73125,0.852,0.857,0.725641,1.141557,1.217508,1.399799,1.416437,0.868728,12307,0
10,0.628438,0.811,0.812,0.148368,0.15534,0.15766,0.243413,0.240879,0.812365,11243,0
10,0.770455,0.863,0.872,0.477041,0.612456,0.651039,0.995725,0.962327,0.882603,12183,0
10,0.67424,0.807,0.824,0.424297,0.52365,0.581723,0.743428,0.759137,0.843697,12124,0
10,0.455134,0.594,0.594,0.370311,0.241105,0.24391,0.501695,0.377374,0.678656,12035,0
10,0.870178,0.931,0.931,1.230132,1.909751,1.915034,3.414259,3.343691,0.933939,11608,0
10,-0.007104,-0.783,-0.368,92.211202,-7.473618,1.102651,91.889601,1.859919,0.049832,10926,0
10,0.006505,-0.568,-0.3,24.094873,0.646068,1.212951,24.17463,1.875544,0.084259,12049,0
10,0.763273,0.766,0.791,0.491086,0.693971,0.793539,1.009372,1.174284,0.913914,12114,0
10,0.879395,0.923,0.925,1.216038,1.982672,2.019848,3.501722,3.355834,0.93804,12340,0
10,0.888881,0.927,0.94,0.837155,1.297284,1.359083,2.511478,2.525152,0.945057,12194,0
10,0.830038,0.899,0.906,1.408323,1.813096,1.893329,3.416207,3.323984,0.913319,12332,0
10,0.832009,0.869,0.898,0.752078,0.89892,0.984779,1.835009,1.779634,0.914989,12255,0
10,0.87876,0.927,0.934,0.882261,1.707969,1.777307,2.533916,2.563224,0.94051,12400,0
10,0.921673,0.882,0.883,0.290213,0.807884,0.802138,1.037011,0.921547,0.962922,9359,0
10,0.747768,0.771,0.785,0.303625,0.440597,0.390842,0.604582,0.51437,0.868831,11980,0
10,0.840208,0.92,0.92,0.528252,0.676687,0.671218,1.321545,1.330381,0.920665,11961,0
10,0.687511,0.796,0.823,0.086565,0.054729,0.060595,0.154862,0.145862,0.836669,10387,0
10,0.747282,0.823,0.823,0.385948,0.317725,0.318787,0.767765,0.680017,0.864711,11943,0
10,0.838717,0.856,0.857,0.994508,1.876978,1.836547,2.476462,2.19195,0.916498,12393,0
10,0.738362,0.801,0.819,0.313409,0.210844,0.229568,0.612759,0.54467,0.860298,7442,0
10,0.314399,0.517,0.626,0.852616,0.429014,0.573152,1.02979,0.992675,0.65522,7071,0
10,0.374149,0.518,0.528,0.378478,0.121646,0.109476,0.478454,0.344792,0.620364,6214,0
10,-0.422418,0.376,0.385,0.284744,0.20306,0.245401,0.238759,0.326924,0.541865,11338,0
10,0.534428,0.522,0.619,0.181402,0.099976,0.068833,0.26587,0.198426,0.740395,10962,0
10,0.319328,0.3,0.312,1.519809,0.435955,0.377628,1.842208,0.841232,0.579066,11663,0
10,0.747073,0.711,0.766,0.307033,0.069202,0.057298,0.610578,0.494157,0.866438,4051,0
10,-0.001309,-0.749,-0.4,37.611017,-1.356768,0.065749,37.588852,0.348055,0.011308,7762,0
10,0.350855,0.237,0.405,2.039208,0.672865,0.339199,2.531168,1.449537,0.607842,7216,0
10,0.24484,0.255,0.27,0.087521,0.02644,0.022347,0.10073,0.047583,0.497094,3255,0
10,0.62014,0.768,0.768,0.634633,0.790358,0.769198,1.029742,0.922436,0.794272,12331,0
10,0.701236,0.818,0.818,0.229061,0.268126,0.268983,0.419089,0.382702,0.840545,12169,0
10,0.69074,0.827,0.837,0.229939,0.136637,0.144964,0.413495,0.401013,0.841236,10766,0
10,0.745085,0.78,0.791,0.33294,0.15558,0.166831,0.65946,0.555754,0.863604,10790,0
10,0.440368,0.667,0.694,0.872675,0.277212,0.239826,1.166616,1.088841,0.703128,8007,0
10,0.566241,0.7,0.7,1.232259,0.547935,0.552829,1.871184,1.544779,0.755728,5581,0
10,0.556812,0.717,0.738,0.710668,0.270903,0.241418,1.067574,0.959668,0.759596,8588,0
10,0.516676,0.511,0.511,1.888913,0.477178,0.470901,2.717168,1.605655,0.732642,9102,0
10,0.607677,0.598,0.614,0.796044,0.257818,0.228232,1.271011,0.861736,0.78754,6375,0
10,0.324996,0.491,0.497,1.438137,0.307498,0.284033,1.750759,1.252295,0.584948,2742,0
10,0.449252,0.494,0.495,1.813745,0.345731,0.335523,2.444228,1.504187,0.672722,5156,0
10,0.748825,0.873,0.874,0.124796,0.211454,0.216828,0.249021,0.252438,0.876435,9610,0
10,0.67903,0.71,0.725,0.125538,0.113887,0.126041,0.221597,0.175799,0.826523,9256,0
10,0.5093,0.666,0.653,0.10912,0.168216,0.20808,0.155782,0.180582,0.827526,11176,0
10,0.806754,0.898,0.898,0.778149,1.512221,1.517841,1.770211,1.723321,0.901113,12304,0
10,0.008792,-0.301,-0.286,9.19205,0.378424,0.45377,9.233115,0.806225,0.094382,11828,0
10,0.813077,0.876,0.878,0.212372,0.305659,0.314617,0.491228,0.456635,0.902304,11804,0
10,0.835258,0.849,0.86,0.316153,0.553379,0.59925,0.778956,0.705394,0.915878,11844,0
10,0.622031,0.792,0.792,0.525608,0.44033,0.442503,0.854973,0.802847,0.800728,11627,0
10,0.77629,0.86,0.861,0.267116,0.544736,0.588221,0.564773,0.548553,0.888314,12059,0
10,0.655734,0.672,0.707,0.37404,0.319742,0.265648,0.637514,0.503035,0.814609,11797,0
10,0.695634,0.789,0.791,0.175644,0.307065,0.343149,0.31839,0.292492,0.844935,9033,0
10,0.85592,0.826,0.839,1.271982,1.71858,1.585027,3.351179,2.886896,0.928437,12171,0
10,0.648305,0.763,0.772,0.255289,0.211241,0.227138,0.430493,0.379361,0.809229,11860,0
10,0.809864,0.891,0.892,1.785144,2.070325,2.035083,4.094102,3.911892,0.901579,12363,0
10,0.816625,0.873,0.873,2.409943,2.973336,2.986427,5.628009,5.159189,0.903769,12424,0
10,-0.009122,-0.735,-0.401,95.700181,-8.913588,0.254315,95.271802,0.377484,0.019536,9266,0
10,0.743922,0.777,0.785,1.036635,1.041713,1.110541,2.048601,1.714376,0.863577,12311,0
10,-0.0053,-0.816,-0.37,84.815146,-5.819624,1.131213,84.595732,1.976291,0.042744,9449,0
10,0.520388,0.65,0.653,0.573176,0.63102,0.677063,0.827677,0.657488,0.726681,12360,0
10,0.847327,0.786,0.794,4.271328,7.322463,6.76803,10.931993,8.888276,0.929186,12489,0
10,0.871252,0.906,0.906,2.612903,4.725455,4.675958,7.282336,6.805411,0.933434,12474,0
10,0.664097,0.709,0.709,5.390999,4.89886,4.874978,9.302077,7.20073,0.816002,12469,0
10,-0.029132,-0.776,-0.39,171.080813,-26.023343,3.084471,168.648736,4.071583,0.025717,12489,0
10,0.79631,0.713,0.723,3.008283,4.842902,4.31612,6.665786,5.0011,0.909981,12465,0
10,0.903053,0.843,0.854,2.822364,6.678148,6.104496,9.064921,7.938598,0.95575,12506,0
10,0.796761,0.713,0.736,6.05416,9.67345,8.131194,13.429759,10.471114,0.90925,12510,0
10,0.599242,0.565,0.586,6.670759,9.615092,6.46393,10.537832,8.088494,0.832389,12509,0
10,-0.112201,-0.788,-0.465,317.483174,-92.055272,6.964017,301.055401,9.388217,-0.048744,12490,0
10,-0.140766,-0.062,-0.078,2.16853,2.375783,1.635064,2.030413,0.797835,0.186714,12502,0
10,0.505592,0.536,0.544,4.585763,6.020071,4.748732,6.522084,4.433856,0.739716,12505,0
10,0.529404,0.56,0.594,7.154945,8.834961,5.986794,10.430366,8.331593,0.777451,12490,0
10,0.783602,0.855,0.858,1.029711,1.585547,1.65342,2.213637,2.039403,0.88643,12347,0
10,0.61288,0.716,0.715,2.915655,5.546341,5.359336,4.686304,3.831563,0.784578,12508,0
10,0.548846,0.585,0.584,2.688835,5.425068,5.205096,4.003309,2.699702,0.746356,12506,0
10,0.738936,0.726,0.727,1.707139,2.737593,2.630667,3.341314,2.5521,0.866294,9941,0
10,0.763484,0.852,0.854,3.204902,5.909301,5.650956,6.590251,6.14396,0.876436,12489,0
10,0.761363,0.859,0.86,3.28083,5.775192,5.628069,6.716331,6.309163,0.875193,12489,0
10,0.76948,0.813,0.818,4.548261,6.902986,6.478791,9.473463,8.260766,0.878366,12481,0
